order_id,customer_id,order_status,order_purchase_timestamp,order_approved_at,order_delivered_carrier_date,order_delivered_customer_date,order_estimated_delivery_date,order_item_id,product_id,seller_id,shipping_limit_date,price,freight_value,product_category_name_english,customer_unique_id,customer_zip_code_prefix,customer_city,customer_state,geolocation_zip_code_prefix,geolocation_lat,geolocation_lng,order_year_month,revenue
acb08a83f62cfd54a98e76c21cd268fd,0c972ffe540bb0560f264c58899f5dc1,delivered,2017-07-28 04:06:33,2017-07-28 04:24:05,2017-07-28 17:58:07,2017-08-03 21:15:55,2017-08-29,1,7dcdcf1d40dd5422c3f16685ac1f0dbc,17998cf586426bf0f2c3726cb0a4b211,2017-08-03 04:24:05,19.9,21.15,luggage_accessories,083ca1aa470c280236380973a48f77c6,58051,joao pessoa,PB,58051.0,-7.15209141661366,-34.83820211212422,2017-07,41.05
700629e7c6ce5bf5a7a467f595d46b16,093d8d33d1d80c01f9bae154fc35488b,delivered,2017-09-14 10:57:49,2017-09-14 11:05:46,2017-09-15 20:07:55,2017-10-04 18:00:16,2017-10-13,1,f353779abb6114db5f8f79fbad12e375,d379f449f2a3b271bc01c0782020f705,2017-09-22 11:05:46,82.5,49.6,housewares,d0699e3ea114a569e16c5538b549a261,90410,porto alegre,RS,90410.0,-30.043111181228067,-51.18142789148245,2017-09,132.1
00b2d2f2b5f7b98e6b1828764660134e,afc13494642f88d253be56a1e353e261,delivered,2018-08-09 08:27:54,2018-08-09 08:50:19,2018-08-10 17:15:00,2018-08-15 20:20:42,2018-08-30,1,e0d64dcfaa3b6db5c54ca298ae101d05,7d13fca15225358621be4086e1eb0964,2018-08-20 08:50:19,146.01,13.68,watches_gifts,2b22fac410c77b08b937809c68e7481e,12955,bom jesus dos perdoes,SP,12955.0,-23.115438,-46.48591350000001,2018-08,159.69
403d459dc8e857df1180efcd8dda7a89,a591babcd45655d95cb7eb5902f4d982,delivered,2017-06-30 11:57:46,2017-07-04 03:55:13,2017-07-05 09:56:43,2017-07-13 20:41:52,2017-08-01,1,c6336fa91fbd87c359e44f5dca5a90ed,4c2b230173bb36f9b240f2b8ac11786e,2017-07-10 03:55:13,39.9,15.79,sports_leisure,2a8d68c8d198b8028b4893d08d1c702f,78110,varzea grande,MT,78110.0,-15.644487426308524,-56.13548099278663,2017-06,55.69
d7c3ccdd543d055308e28910eb0a1ebb,8dce9af262760e0762db9a1d63c28d19,delivered,2018-03-09 19:28:09,2018-03-09 20:08:53,2018-03-12 22:31:34,2018-04-02 20:22:25,2018-04-11,1,0505f239830b15ffbd923b4113a96855,4830e40640734fc1c52cd21127c341d4,2018-03-15 20:08:53,35.0,15.23,luggage_accessories,5c9f12fc93ee1bfc10ecbf9e8f2177fa,22471,rio de janeiro,RJ,22471.0,-22.966645149316204,-43.20283415612552,2018-03,50.230000000000004
f86e32e1a0770b05e7f1b098482cc6f2,880221ffc5e73269b722e4676d328772,delivered,2017-06-28 11:24:42,2017-06-28 11:35:18,2017-06-28 14:33:47,2017-07-10 17:22:50,2017-07-28,1,07778ad3984dfbcc6b9dfd8b8595ba7b,6edacfd9f9074789dad6d62ba7950b9c,2017-07-04 11:35:18,42.9,16.79,housewares,7967e552e7585257519d2dad8c16cdba,44075,feira de santana,BA,44075.0,-12.252960554320213,-38.95298549915851,2017-06,59.69
9b05dfd13ccb8d6f602035dfafa632fc,7c9321054f8122ac17e67d6c0c2a36d1,delivered,2017-06-12 20:31:06,2017-06-13 03:50:27,2017-06-14 13:52:45,2017-06-17 12:03:24,2017-06-26,1,d95cb21837d0498ccfa0943b03808f79,b4a476fbd28de64b1e347abf9089366a,2017-06-19 03:50:27,65.5,11.73,electronics,6abc999251612920bec93b3be616fa1d,4455,sao paulo,SP,4455.0,-23.678985771856432,-46.678985470858095,2017-06,77.23
892d14cfe4157476879d57275df6615f,8ec8f7e04ca4ce33fcf8fddd94bda3e0,delivered,2017-10-17 22:36:32,2017-10-17 22:49:54,2017-10-19 23:18:38,2017-11-09 21:49:40,2017-11-16,1,1dba1b8c4782c82bec9252bc5cca3b76,0d4c8269e7f0401201794deef160edd6,2017-10-23 22:49:54,174.92,35.13,auto,b89347929e7c28af4cbcd8beda5cc59f,57312,arapiraca,AL,57312.0,-9.739777078090574,-36.65015637115834,2017-10,210.04999999999998
256feadf50de02d3bfb225612c16013f,1f5eaf1f8630c247cfb0dda3236bf1b3,delivered,2017-06-04 21:42:59,2017-06-04 21:55:07,2017-06-12 15:26:31,2017-06-19 14:23:05,2017-06-28,1,e66daaafff14b87ad5ebf02f6bf4dc42,8f119a0aee85c0c8fc534629734e94fd,2017-06-08 21:55:07,59.9,14.17,toys,af59b09d3ff297a070bf2f2cfe962783,82640,curitiba,PR,82640.0,-25.383237045242065,-49.23195552997861,2017-06,74.07
1c0a7a0c422473ac09e61c7def41bb0d,99abe0be8bcd2a43a3a374b4579d8212,delivered,2018-08-15 10:36:43,2018-08-15 10:50:16,2018-08-15 14:22:00,2018-08-21 18:28:27,2018-08-29,1,774e2ab4466ae169c99921fb8c12a390,d13e50eaa47b4cbe9eb81465865d8cfc,2018-08-17 10:50:16,189.9,17.52,food,0b87e94ab67c960da4571741bfcd9ddd,70732,brasilia,DF,70732.0,-15.77943,-47.88355725,2018-08,207.42000000000002
8791bf41384da9d1984f98c71a007e85,017af68734338e58b5925665038650ed,delivered,2017-03-16 11:11:09,2017-03-16 11:11:09,2017-03-21 15:16:58,2017-03-28 15:55:48,2017-04-06,1,44f90f085c7a825863cbf867990e1513,a416b6a846a11724393025641d4edd5e,2017-03-22 11:11:09,26.14,16.08,health_beauty,523e25fb475e982925556f0a363e7891,22260,rio de janeiro,RJ,22260.0,-22.94914024395528,-43.1890677882164,2017-03,42.22
6a84c0dc9f5ad55bac8d9847b9556719,49a1d87f4c2d121dd5b5a210ce6624a9,delivered,2018-04-13 17:38:03,2018-04-13 17:52:28,2018-04-17 01:03:03,2018-04-27 01:22:51,2018-05-23,1,e2b9488ff4e25e7fb5a2973a65eb79e2,004c9cd9d87a3c30c522c48c4fc07416,2018-04-19 17:52:28,155.99,27.17,bed_bath_table,6497524b55cbe8996aa46912e3614290,22780,rio de janeiro,RJ,22780.0,-22.96308886984238,-43.402024304605,2018-04,183.16000000000003
d733617b9855b9e43121c84fa731e3b5,7a2f424f3285ca1f05eef3e8ff9b58c0,delivered,2017-03-23 10:20:33,2017-03-24 02:44:17,2017-03-24 14:14:05,2017-04-03 14:38:56,2017-04-11,1,8934769521d632e65c27992662f05673,cb8bcce248bb1fb274ba762d8b971456,2017-03-30 02:44:17,149.9,11.66,cool_stuff,5f85aa6082ce60212e006c41002c58d3,36525,guiricema,MG,36525.0,-21.006684820194003,-42.71880215875891,2017-03,161.56
f5e9edb4041a4f6ddaac3851ae7992ee,04da2645a56f541526058058e48a71e1,delivered,2018-03-09 10:26:10,2018-03-09 11:35:25,2018-03-09 21:32:19,2018-03-29 16:32:40,2018-04-04,1,6803077179d24889430188e03fafd31a,128639473a139ac0f3e5f5ade55873a5,2018-03-15 11:30:31,19.9,13.47,electronics,b7a9db47b9ee48844c5731e35f3c95e1,12320,jacarei,SP,12320.0,-23.31192262669516,-45.97728873160601,2018-03,33.37
30b0ea32347476f4b427daf62e09a5bb,9d9cfbce48737214f23bf294daf3c6f7,delivered,2017-08-12 19:20:39,2017-08-12 19:30:17,2017-08-14 18:26:28,2017-08-17 18:28:10,2017-09-05,1,b52e7c92200ed9874e77bc09b5ed4d40,c731d18cea9bf687ffee82a241c25b11,2017-08-17 19:30:17,174.0,39.06,la_cuisine,6c861f46d09c560422f6ba6b33c017fe,9371,maua,SP,9371.0,-23.66930462115525,-46.48159847045406,2017-08,213.06
d5ba8093739265fed17f69492c65670f,e28090b411dfb13f68d46862e014b9c7,delivered,2018-04-04 16:20:32,2018-04-04 16:30:42,2018-04-05 23:06:39,2018-04-19 22:03:17,2018-04-27,1,7deb3aeb864ba8e77c6db5baac8dae5f,8b321bb669392f5163d04c59e235e066,2018-04-10 16:30:24,35.9,15.23,air_conditioning,8da4f8884cb807a1a95dce688436b0ba,90430,porto alegre,RS,90430.0,-30.03327,-51.20423325688145,2018-04,51.129999999999995
851b7dd1e78cd0ff3faaa1d3df4447ed,a0151ed541c6bd0363ad9dc4c7de6634,delivered,2017-10-28 18:24:10,2017-10-28 18:35:08,2017-10-31 18:47:18,2017-11-08 20:32:46,2017-11-24,1,c36bbb0e95d7546794ee5170baf0df93,822166ed1e47908f7cfb49946d03c726,2017-11-03 18:31:09,18.74,15.1,bed_bath_table,7d209a9d69515ea144f57248fa544b7b,30532,belo horizonte,MG,30532.0,-19.943549465173945,-44.00578954120269,2017-10,33.839999999999996
d1897146cbeab2b888285ca6264056a1,f07928d150a941fee3793cbfa6e62e1b,delivered,2017-09-06 11:57:49,2017-09-07 12:05:38,2017-09-11 12:23:46,2017-09-14 19:42:48,2017-10-02,1,154e7e31ebfa092203795c972e5804a6,cc419e0650a3c5ba77189a1882b7556a,2017-09-18 12:05:38,23.99,15.1,health_beauty,7193dd1818cc6c9a6e21276c13a5768b,84020,ponta grossa,PR,84020.0,-25.08190948098565,-50.13386723910784,2017-09,39.089999999999996
395286e0dd44e422c5f292567f0f694c,4ea3538201e62ed2557920fa99bca632,delivered,2018-03-16 17:04:27,2018-03-17 03:08:54,2018-03-19 18:38:36,2018-03-27 21:22:10,2018-04-10,1,d1c427060a0f73f6b889a5c7c61f2ac4,a1043bafd471dff536d0c462352beb48,2018-03-22 03:08:54,129.0,58.76,computers_accessories,8c26a77dccfb9de3ea9e36048b53a09c,71881,brasilia,DF,71881.0,-15.89259819045744,-48.05054133357998,2018-03,187.76
a660bfa45084c51dc2873306f0c107fb,ef45d2a97a789c1f65204616bb6fa1f1,delivered,2017-09-27 23:06:21,2017-09-27 23:14:16,2017-09-29 19:47:31,2017-10-06 20:11:56,2017-10-26,1,8de310188938fc8abfe1aa7ee927ccd2,1da3aeb70d7989d1e6d9b0e887f97c23,2017-10-03 23:14:16,9.99,14.1,sports_leisure,aa89b22a058fdde1a1bd73270cfb7b74,91920,porto alegre,RS,91920.0,-30.110020899532547,-51.23162798932419,2017-09,24.09
d2d6acd468cd36300e20668ae293923e,37d096f38cac07f3f22df9b2f4d99302,delivered,2017-12-03 15:34:00,2017-12-03 15:49:29,2017-12-08 01:08:00,2017-12-27 23:14:57,2017-12-29,1,5b3b5f9ae84ca9ead3138b199420cc94,adbc26658d6c7b4b6219f9d934598091,2017-12-07 15:49:29,139.0,19.21,toys,adf2ad98a8c0224b8333f3f690f310b0,22790,rio de janeiro,RJ,22790.0,-23.01133469499096,-43.45025641534424,2017-12,158.21
27e2a7e5ef6ee74e734f296c3a0e33f8,e78e95c694dc4c2aae6e6975bb58bd48,delivered,2017-03-06 19:45:34,2017-03-06 19:55:13,2017-03-07 10:11:49,2017-03-13 16:58:04,2017-03-30,1,a00cd7752fb98e0a8382def60ecc0b17,db4350fd57ae30082dec7acbaacc17f9,2017-03-10 19:55:13,13.99,10.96,telephony,b7cc980888147c189d96a40756971585,6900,embu-guacu,SP,6900.0,-23.82852167738724,-46.814795982633896,2017-03,24.950000000000003
7eeab59050f13c229ebf63251ac10d3e,13f489935396f6b5311f29f6f5556d6e,delivered,2018-08-21 13:16:24,2018-08-21 13:31:04,2018-08-22 11:16:00,2018-08-27 20:54:41,2018-09-28,1,633cb41f42ef3dcfc01174d27637d0ad,ef506c96320abeedfb894c34db06f478,2018-08-24 13:30:40,19.99,18.24,telephony,6e046f72846b475feea9265ae8447835,25660,petropolis,RJ,25660.0,-22.51377046504942,-43.20986209392224,2018-08,38.23
49fde3867303e9ee8b2b2fb6c657636e,4eb2abee7036f922297ad7cc22091664,delivered,2017-07-24 20:10:01,2017-07-24 20:25:09,2017-07-26 01:42:03,2017-08-02 12:54:41,2017-08-15,1,bf8193d8e1127957f3b82527c6d44c01,a3a38f4affed601eb87a97788c949667,2017-07-28 20:25:09,49.9,15.1,luggage_accessories,3692c253122d42bc6428963ebdb4b3bf,99265,santo antonio do palma,RS,99265.0,-28.497683999999943,-52.00334449999996,2017-07,65.0
02dec5fbe189e3c2ccd9ba071c6bb78d,ebbd6c8d7511352fbe3511d1e547181a,delivered,2017-12-08 18:58:34,2017-12-08 19:12:15,2017-12-14 23:47:56,2017-12-29 14:15:22,2018-01-03,1,fb05d01823da2c4e90924c5486134808,4a3ca9315b744ce9f8e9374361493884,2017-12-14 19:12:15,126.0,13.9,bed_bath_table,a36ee442cfdb8a3ffad0927508c4205e,9790,sao bernardo do campo,SP,9790.0,-23.72685273154166,-46.54574582941039,2017-12,139.9
2cbf2dc826b85caf29dffe226a9fe644,aacd0f72bc1408e27d30651f960d732c,delivered,2017-08-31 21:55:30,2017-08-31 22:05:40,2017-09-05 22:49:48,2017-09-15 23:42:05,2017-10-02,1,368c6c730842d78016ad823897a372db,1f50f920176fa81dab994f9023523100,2017-09-07 22:05:40,59.9,19.66,garden_tools,e6559e513d523a4595e3395b21b6a037,41180,salvador,BA,41180.0,-12.956718377638367,-38.45490386219466,2017-08,79.56
4de290ecd73ccd938232cef65d1c2bcb,8310c27f705802263986d24aa21bf014,delivered,2018-04-25 09:16:32,2018-04-26 04:10:31,2018-05-02 11:55:00,2018-05-14 17:41:03,2018-05-25,1,a62e25e09e05e6faf31d90c6ec1aa3d1,634964b17796e64304cadf1ad3050fb7,2018-05-03 04:10:31,105.0,9.85,watches_gifts,04b851412c9787a6db795f277ef20e8d,87260,araruna,PR,87260.0,-23.933221887810674,-52.496383028776826,2018-04,114.85
34f44d3f393579e65a58c014b825cf81,c9c7b9fb75b1ab9f0bbcd37f1c77c4b1,delivered,2018-03-20 19:10:17,2018-03-20 19:30:24,2018-03-21 19:12:06,2018-04-04 00:12:51,2018-04-18,1,c6dd917a0be2a704582055949915ab32,7a67c85e85bb2ce8582c35f2203ad736,2018-03-26 19:30:24,99.99,23.28,cool_stuff,cd01cdac9dfb56b2b6484497bbceb0cd,96640,rio pardo,RS,96640.0,-29.976266082100324,-52.36710877662215,2018-03,123.27
f56ab71ae65c4d4e1d599b5cf1fe3112,6cb81fa24ad5627767fa0662a9c6e53a,delivered,2017-11-07 17:27:59,2017-11-08 17:30:50,2017-11-09 19:09:57,2017-11-24 23:51:40,2017-12-01,1,d581a9097bc2a13adf46bbd864ee0d08,709e16e2b25c7474d980076c6bfc4806,2017-11-14 17:26:50,59.0,16.85,health_beauty,5215a65efcc60e786eb268a4c01bcc6e,40310,salvador,BA,40310.0,-12.96096626894223,-38.48052396211551,2017-11,75.85
72bdfd404277294c8a974c65864ad82a,a49023ded65b306fc073c33f34ad85b5,delivered,2017-02-04 15:58:19,2017-02-06 09:10:21,2017-02-09 09:23:37,2017-02-17 11:28:45,2017-03-03,1,843c3f321cc992f9a1a3c6319fd568f2,45d33f715e24d15a6ccf5c17b3a23e3c,2017-02-08 15:58:19,104.49,15.94,auto,f2552bc0b214ea24e60386e9f4dac931,20520,rio de janeiro,RJ,20520.0,-22.92931946221692,-43.23596118471042,2017-02,120.42999999999999
a3d92aa9b396fd05c4b289ed01103714,f0eaebd8dc338ada2c3f24cbe0c21548,delivered,2017-12-02 12:36:43,2017-12-02 12:58:34,2017-12-04 20:13:35,2017-12-17 13:38:58,2018-01-02,1,7b122b9b1822b5e4241a7b06e0a7f4cb,f08c008c8a8d31417763738a1788a2a8,2017-12-07 12:58:34,31.92,15.79,sports_leisure,93c517728e7290d5e444fd1819afbb17,40296,salvador,BA,40296.0,-12.99585654646547,-38.47853583321261,2017-12,47.71
e8cc3493dceef3aa38080e02b1a35646,0189d5af848e550cb6e4e03419e13e15,delivered,2017-09-21 12:33:46,2017-09-22 05:34:49,2017-09-26 19:49:46,2017-10-10 19:55:02,2017-10-25,1,6cdd53843498f92890544667809f1595,ccc4bbb5f32a6ab2b7066a4130f114e3,2017-10-03 05:34:49,349.9,46.3,health_beauty,e67bf61480d4ac433bacf42a874f74cf,65609,caxias,MA,65609.0,-4.876570368032535,-43.37612078900627,2017-09,396.2
f7a7059f0d9946568a0892de75768327,e5c4ecd26f96f4c396a87c36e270d66a,delivered,2018-07-19 22:42:54,2018-07-19 22:55:16,2018-07-24 14:37:00,2018-07-30 14:08:39,2018-08-01,1,a9ccb9dca11ae8ca804b47417d0411f2,3ab971ce71839580d2ae5b4e40fe8044,2018-07-26 22:55:16,169.9,19.36,housewares,5c89979be936e2b8e12f245f1899836e,6150,osasco,SP,6150.0,-23.581716041873264,-46.81487809720846,2018-07,189.26
954ecf032c0fbd43696c6b12baaa293b,80db9468205ab8feeb73722948bbce52,delivered,2018-02-15 19:02:19,2018-02-17 03:47:51,2018-02-20 20:17:08,2018-03-07 20:33:08,2018-03-14,1,b6475dae3a2796ed87cabc7b8e8debcf,eb5b6204dde3a6e03b5f1bb8479f055b,2018-02-22 02:47:51,19.9,14.1,housewares,006bbb235068a01d2e3e47fa09ccf53c,70863,brasilia,DF,70863.0,-15.753091500000004,-47.88396,2018-02,34.0
f86df9fa4000285e8ba647d4c6df5b7c,eea81ec9d315c8f8a46c7888c7475fe5,delivered,2017-10-25 10:08:31,2017-10-25 10:33:43,2017-10-26 19:30:08,2017-11-13 20:25:57,2017-11-21,1,a237de12bdf0bfe4fe220bae65a89731,6c7d50c24b3ccd2fd83b44d8bb34e073,2017-10-31 10:31:05,37.5,19.59,furniture_decor,537799a8ba7722e7776fe9aa7dd25612,40310,salvador,BA,40310.0,-12.96096626894223,-38.48052396211551,2017-10,57.09
37fc44460574b368fe7933c6ae98f224,e97949e83365e70af80bd8705cd24e42,delivered,2018-04-27 07:44:46,2018-04-27 08:12:12,2018-04-30 15:03:00,2018-05-02 18:47:52,2018-05-11,1,54d9ac713e253fa1fae9c8003b011c2a,955fee9216a65b617aa5c0531780ce60,2018-05-04 08:12:12,35.0,12.43,cool_stuff,577e68c396255b3246726f152b6a1555,5546,sao paulo,SP,5546.0,-23.585502887773785,-46.76862598648292,2018-04,47.43
5200457b47c6543e5756c85ab87b4f2f,bd79d02f82a67aa2b7ae5f0cecf756c7,delivered,2018-04-23 13:47:32,2018-04-24 18:21:44,2018-04-24 22:03:44,2018-05-02 13:51:22,2018-05-17,1,2414abf17e03ee28b8c062a03ddedab5,4ce8b55b4bfa4659184e7becc1fba3f2,2018-04-27 14:30:47,119.0,27.56,auto,dd0052c2f78f985c6f83ea615da1c417,37410,tres coracoes,MG,37410.0,-21.69216794221008,-45.25804903964345,2018-04,146.56
60b17021cb20c803ad265dc1847f06a4,1435646705531d9d7ecba595d247bd50,delivered,2018-07-24 17:06:32,2018-07-24 17:24:18,2018-07-25 14:17:00,2018-07-27 15:38:32,2018-08-08,1,ab464d315185546c908a888506fc22c1,98dac6635aee4995d501a3972e047414,2018-07-27 17:24:18,38.9,14.38,housewares,d236006dffb32725e28fde955d09fbc5,13930,serra negra,SP,13930.0,-22.596440207291085,-46.71196868822353,2018-07,53.28
b9c2b60a685ded2236d95094452a9696,8ff2152f67ae2d4ae1198316824c0b7c,delivered,2017-08-11 11:01:38,2017-08-11 11:15:17,2017-08-14 17:25:38,2017-08-15 16:14:07,2017-08-31,1,7a9cf133da2a6494259ffeeab11b6276,db4350fd57ae30082dec7acbaacc17f9,2017-08-17 11:15:17,21.99,7.78,telephony,d7720484ef3480c716a0c17e1d6102d3,7859,franco da rocha,SP,7859.0,-23.327466916607417,-46.714120333285926,2017-08,29.77
67feea73c5369c0921af9d3c2d566edc,30e29f069eb150845319d80fabf966a4,delivered,2018-07-21 21:36:11,2018-07-21 21:50:14,2018-07-23 10:43:00,2018-07-27 15:58:25,2018-08-15,1,f2e53dd1670f3c376518263b3f71424d,4a3ca9315b744ce9f8e9374361493884,2018-07-23 21:50:14,99.9,20.56,bed_bath_table,4b5261a871201b26c11fca20ba437740,15750,santa albertina,SP,15750.0,-20.037160821365887,-50.72697402209828,2018-07,120.46000000000001
7b97a5b2bd022d2f4ced0cc6232616a6,26f79186ad50c0aef167aaf9245ad6ce,delivered,2018-06-11 16:26:48,2018-06-11 17:02:35,2018-06-12 14:37:00,2018-06-26 21:42:26,2018-07-23,1,d1859a58e608b68f4066e0c77e526ef1,1900267e848ceeba8fa32d80c1a5f5a8,2018-06-15 17:02:35,38.99,19.46,bed_bath_table,1e2ed8baccf0b162951b922e8936bc98,23075,rio de janeiro,RJ,23075.0,-22.88236910768082,-43.56762626325808,2018-06,58.45
6a94666b47f6006dda56e5edc10968a3,fdceca9202d57e4bbaa7a6f09d677c9a,delivered,2017-01-31 09:57:39,2017-02-01 04:33:17,2017-02-01 10:38:21,2017-02-06 14:31:39,2017-03-22,2,aa0568a1b7093748a1922993f5817983,d98eec89afa3380e14463da2aabaea72,2017-02-04 09:57:39,10.0,0.03,baby,915576ac0abe2ffd7a97c7db777108bc,37701,pocos de caldas,MG,37701.0,-21.79104335195045,-46.56244368105504,2017-01,10.03
fae3a27fae556e4943abf630277a6efc,279b1deb50e8e49c1a26ddc168600240,delivered,2018-04-20 16:27:50,2018-04-24 19:22:00,2018-04-23 19:31:45,2018-04-26 20:12:10,2018-05-18,1,b97f763397091be9d344874e6cd31028,ea566164622c6b439516ab18062c42cd,2018-04-26 17:31:27,129.0,18.78,perfumery,b8c1f5851e20652c246eba4430d09fd1,28820,silva jardim,RJ,28820.0,-22.613598464733528,-42.40819594229109,2018-04,147.78
178e15ed751c7d56dfba347c28d50b06,9c0a49da7cf7fede3107389f707c6638,delivered,2018-02-18 13:18:53,2018-02-18 14:27:19,2018-02-19 20:23:49,2018-02-20 21:17:14,2018-03-06,1,ad88641611c35ebd59ecda07a9f17099,c826c40d7b19f62a09e2d7c5e7295ee2,2018-02-22 14:27:19,157.77,9.3,others,6b0d66bbabb3d829a0562c6fb16c2370,3361,sao paulo,SP,3361.0,-23.577327765191324,-46.52552687454557,2018-02,167.07000000000002
f757fc88a9be2d57259be12e45955e7f,afcd4050c3409ceef1d6fb4358e70014,delivered,2017-11-10 15:55:41,2017-11-10 16:15:27,2017-11-14 22:41:22,2017-11-21 19:34:45,2017-12-05,1,0fdd1ea79f0f2ec81697ccd021d6d992,229c3efbfb0ea2058de4ccdfbc3d784a,2017-11-17 16:15:27,67.0,15.91,computers_accessories,11d952f7b426226c968e95da4f99783d,29101,vila velha,ES,29101.0,-20.33161263550869,-40.27958609200332,2017-11,82.91
